signal_id,county_fips,county,topic,posture,stage,mechanisms,risk_score,confidence_percent,meeting_date,title,evidence_quote,source_url,engine,model,signal_kind,project_name,action_outcome,supporting_source_count
f5cd777051d75dbdfb6f9905,48253,Jones,solar,supportive,study,roads,0.4,97.0,2026-06-22,Swenson Solar road-use agreement remains pending,"DISCUSS AND TAKE ACTION ON ENGIE ROAD USE AGREEMENT FOR SWENSON
SOLAR PROJECT IN STONEWALL COUNTY.
No action was taken by the Commissioners Court.",https://www.co.jones.tx.us/upload/page/9819/CC Minutes 05-26-2026 - Signed.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Swenson Solar,pending,20
58751c71105cbe5beb86bdf0,48225,Houston,data_center,restrictive,mention,other,4.5,95.0,,Houston County makes state-pause petitions available,Petitions to request the state of Texas and all its agencies to PAUSE on development on Data Centers are located on the ground floor of HC Courthouse Building and the HC Courthouse Annex and the lobby of the HC Sheriff's Office.,https://www.co.houston.tx.us/page/houston.Home,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,state_policy_advocacy,,proposed,2
c6351259f877363162e6cdc0,48345,Motley,solar,supportive,adopted,tax_incentive,1.5,98.0,,Wolf Spring Solar reinvestment zone adopted,"Item 9 on the agenda was Public Hearing on intention of Motley County to designate the Wolf Spring Solar
Reinvestment Zone. Establish the boundaries and thereof and provide for an effective date pursuant to Chapter 312 of
the Texas Tax Code. (No One present from Public for the hearing)

No. 623

Next on the agenda was to consider and act on Approval of Resolution designating the Wolf Spring Solar
Reinvestment Zone, establishing the boundaries thereof and providing for an effective date, pursuant to Chapter 312 of
the Texas Tax Code. Commissioner Campbell moved that the County approve and adopt the Resolution, as presented,
designating the Wolf Spring Solar Reinvestment Zone, establishing the boundaries thereof and providing for an effective
date, seconded by Commissioner Brooks. Motion passed with a 4 to 0 vote.",https://newtools.cira.state.tx.us/upload/page/9649/March%202024%20CC%20Minutes%20wh%20Attachments.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Wolf Spring Solar,adopted,1
ff76aef21507d7930ef61341,48345,Motley,solar,supportive,adopted,tax_incentive,1.4,98.0,,Wolf Spring Solar tax-abatement agreement approved,"Item 11 on the agenda was to discuss a possible Tax Abatement Agreement with Wolf Spring Solar, LLC,
pursuant to Chapter 312 of the tax Code. After some discussion, Commissioner Campbell moved that the county
approve the Tax Abatement Agreement with Wolf Spring Solar, LLC pursuant to Chapter 312 of the Texas Tax Code,
seconded by Commissioner Jameson. Motion passed with a 4 to 0 vote.",https://newtools.cira.state.tx.us/upload/page/9649/March%202024%20CC%20Minutes%20wh%20Attachments.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,"Wolf Spring Solar, LLC",approved,2
0f2feb67d45b845fae25aed5,48231,Hunt,data_center,unknown,mention,other,1.3,86.0,,Hunt County residents sign data-center considerations petition,"Below are signatures from Concerned Citizens in Hunt County, signed in support of the Hunt
County Subject letter: Hunt County Petition for Data Center Considerations.",https://www.huntcounty.net/upload/page/8875/Data Center Petion Signatures.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,public_opposition,,none,1
101900029b54525ccc12038f,48179,Gray,data_center,supportive,study,roads;fire_safety,0.5,92.0,,Gray County entered road-use and fire-safety agreement for data-center project,"THIS ROAD USE, LOCAL PLANS, AND FIRE SAFETY TRAINING AGREEMENT
(the “Agreement”) is made and entered into by and between GRAY COUNTY, TEXAS (the
“County”), and IP Meitner, LLC, a Delaware Limited Liability Company (“Project Entity”),
effective as_Octobey 31, 2025 (the “Effective Date”). Capitalized terms used in this
Agreement and not otherwise defined herein shall have the same meaning ascribed to such terms
in the Tax Abatement Agreement (defined below).

RECITALS

WHEREAS, the County and Project Entity entered into that certain Tax Abatement
Agreement dated Cc tober 31, 2025 (the “Tax Abatement Agreement”); and

WHEREAS, the Project Entity intends to construct, equip, operate and maintain one or
more Data Centers and may construct, equip, operate, and maintain related ancillary buildings,
structures and infrastructure that support or are related to the data center operations, including but
not limited to, utility buildings, structures, and appurtenances within the Property (as defined
below) and the Reinvestment Zone (collectively, the “Project”); and

WHEREAS, the Project Entity and the County wish to memorialize certain agreements
regarding use of County Roads, fire safety and training, and local spending efforts relating to the
Project.",https://www.co.gray.tx.us/upload/page/2004/ROAD USE. LOCAL PLANS. AND FIRE SAFETY TRAINING AGREEMENT BETWEE.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,"IP Meitner, LLC data center project",approved,1
0ce7bfb97ace840d20765bb8,48195,Hansford,solar,supportive,study,tax_incentive,0.3,98.0,,Hansford County tax-abatement policy includes solar facilities,"This policy is effective as of the date of adoption, and shall at all times be kept current
 with regard to the needs of the County and reflective of the official views of the County, and
 shall be reviewed every two (2) years.

Hansford County Tax Abatement Guidelines and Criteria Page 1 of9

The adoption of these guidelines and criteria by the Commissioners Court does not:

 1. limit the discretion of the governing body to decide whether to enter into a specific
 Tax Abatement Agreement;

 2. limit the discretion of the governing body to delegate to its employees the authority
 to determine whether or not the governing body should consider a particular
 application or request for Tax Abatement; or

 3. create any property, contract, or other legal right in any person to have the
 governing body consider or grant a specific application or request for Tax
 Abatement.

 SECTION I. DEFINITIONS

 A. ""Abatement"" or ""Tax Abatement"" means the full or partial exemption from ad
 valorem taxes of certain property in a reinvestment zone designated for economic development
 purposes.

 B. ""Agreement"" or ""Tax Abatement Agreement"" means a contractual Agreement
 between a property owner and/or lessee and the County.

 C. ""Base Year Value"" means the assessed value on the eligible property as of January
 1 preceding the execution of the Agreement.

 D. ""Deferred Maintenance"" means improvements necessary for continued operation
 which do not improve productivity or alter the process technology.

 E. ""Eligible Facilities"" means new, expanded, or modernized buildings and
 structures, including fixed machinery and equipment, which is reasonably likely as a result of
 granting the Abatement to contribute to the retention or expansion of primary employment or to
 attract major investment in the reinvestment zone that would be a benefit to the property and that
 would contribute to the economic development of the County, but does not include facilities which
 are intended to be primarily to provide goods or services to residents for existing businesses located
 in the County such as, but not limited to, restaurants and retail sales establishments. Eligible
 facilities may include, but shall not be limited to:

 aqua culturelagriculture facilities regional entertainment/tourism facilities
 distribution center facilities research service facilities
 manufacturing facilities regional service facilities
 office buildings historic buildings in a designated area
 other basic industrial facilities wind, solar, or other renewable energy
 facilities",https://newtools.cira.state.tx.us/upload/page/4369/docs/scan0013.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,adopted,1
083f2563d5b67d1e508c4c9d,48179,Gray,data_center,supportive,study,tax_incentive,0.3,92.0,,Gray County entered tax-abatement agreement for IP Meitner data centers,"WHEREAS, the County and Project Entity entered into that certain Tax Abatement
Agreement dated Cc tober 31, 2025 (the “Tax Abatement Agreement”); and

WHEREAS, the Project Entity intends to construct, equip, operate and maintain one or
more Data Centers and may construct, equip, operate, and maintain related ancillary buildings,
structures and infrastructure that support or are related to the data center operations, including but
not limited to, utility buildings, structures, and appurtenances within the Property (as defined
below) and the Reinvestment Zone (collectively, the “Project”); and",https://www.co.gray.tx.us/upload/page/2004/ROAD USE. LOCAL PLANS. AND FIRE SAFETY TRAINING AGREEMENT BETWEE.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,"IP Meitner, LLC data center project",approved,1
765d2801fa947cb8dae044e7,48179,Gray,solar,supportive,study,tax_incentive,0.3,92.0,,Gray County draft agreement describes IP Meitner solar abatement,"Owner agrees to make the following Improvements in consideration for the Abatement set forth in Section IV of

 this Agreement:

 A. Owner desires to use commercially reasonable efforts to finance and construct Improvements on the Site with

 a currently anticipated overall Nameplate Capacity of approximately 340 megawatts-AC of Nameplate Capacity

 solar power located in the Reinvestment Zone.",https://www.co.gray.tx.us/upload/page/2004/2023/Proposed%20IP%20Meitner%20Solar%20Abatement%20Agreement.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,"IP Meitner, LLC",proposed,1
fa7b3ed8275aa224adf9b417,48275,Knox,data_center,supportive,study,tax_incentive,0.3,98.0,,Knox tax-abatement guidelines include data centers,"The adoption of these guidelines and criteria by the Commissioners Court does not:

1. limit the discretion of the governing body to decide whether to enter into a specific
Tax Abatement Agreement;

2. limit the discretion of the governing body to delegate to its employees the authority
to determine whether or not the governing body should consider a particular
application or request for Tax Abatement; or

3. create any property, contract, or other legal right in any person to have the
governing body consider or grant a specific application or request for Tax
Abatement.

SECTION I. DEFINITIONS

A. ""Abatement"" or “Tax Abatement” means the full or partial exemption from ad
valorem taxes of certain property in a reinvestment zone designated for economic development
purposes.

B. ""Agreement"" or “Tax Abatement Agreement” means a contractual Agreement
between a property owner and/or lessee and the County.

Cc. ""Base Year Value"" means the assessed value on the eligible property as of January
1 preceding the execution of the Agreement.

D. ""Deferred Maintenance"" means improvements necessary for continued operation
which do not improve productivity or alter the process technology.

E. “Eligible Facilities"" means new, expanded, or modernized buildings and
structures, including fixed machinery and equipment, which is reasonably likely as a result of
granting the Abatement to contribute to the retention or expansion of primary employment or to
attract major investment in the reinvestment zone that would be a benefit to the property and that
would contribute to the economic development of the County, but does not include facilities which
are intended to be primarily to provide goods or services to residents for existing businesses located
in the County such as, but not limited to, restaurants and retail sales establishments. Eligible
facilities may include, but shall not be limited to:

aquaculture/agriculture facilities
distribution center facilities
manufacturing facilities

office buildings

other basic industrial facilities

regional entertainment/tourism facilities
research service facilities

regional service facilities

historic buildings in a designated area

Knox County Tax Abatement Guidelines and Criteria (2024) Page 2 of 9

computer/data center
wind, solar, or other renewable energy facilities",https://www.knoxcountytexas.org/upload/page/10996/2026/tax_abatement_guidelines_and_criteria_knox_county.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,adopted,1
480e6825cfdd4b7ea85ad735,48275,Knox,solar,supportive,study,tax_incentive,0.3,98.0,,Knox tax-abatement guidelines include solar facilities,"The adoption of these guidelines and criteria by the Commissioners Court does not:

1. limit the discretion of the governing body to decide whether to enter into a specific
Tax Abatement Agreement;

2. limit the discretion of the governing body to delegate to its employees the authority
to determine whether or not the governing body should consider a particular
application or request for Tax Abatement; or

3. create any property, contract, or other legal right in any person to have the
governing body consider or grant a specific application or request for Tax
Abatement.

SECTION I. DEFINITIONS

A. ""Abatement"" or “Tax Abatement” means the full or partial exemption from ad
valorem taxes of certain property in a reinvestment zone designated for economic development
purposes.

B. ""Agreement"" or “Tax Abatement Agreement” means a contractual Agreement
between a property owner and/or lessee and the County.

Cc. ""Base Year Value"" means the assessed value on the eligible property as of January
1 preceding the execution of the Agreement.

D. ""Deferred Maintenance"" means improvements necessary for continued operation
which do not improve productivity or alter the process technology.

E. “Eligible Facilities"" means new, expanded, or modernized buildings and
structures, including fixed machinery and equipment, which is reasonably likely as a result of
granting the Abatement to contribute to the retention or expansion of primary employment or to
attract major investment in the reinvestment zone that would be a benefit to the property and that
would contribute to the economic development of the County, but does not include facilities which
are intended to be primarily to provide goods or services to residents for existing businesses located
in the County such as, but not limited to, restaurants and retail sales establishments. Eligible
facilities may include, but shall not be limited to:

aquaculture/agriculture facilities
distribution center facilities
manufacturing facilities

office buildings

other basic industrial facilities

regional entertainment/tourism facilities
research service facilities

regional service facilities

historic buildings in a designated area

Knox County Tax Abatement Guidelines and Criteria (2024) Page 2 of 9

computer/data center
wind, solar, or other renewable energy facilities",https://www.knoxcountytexas.org/upload/page/10996/2026/tax_abatement_guidelines_and_criteria_knox_county.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,adopted,1
7ba1ba135db17382307184e2,48421,Sherman,wind,supportive,mention,other,0.1,91.0,,Sherman County plan notes the John Deere Wind Farm exhausted its tax abatement,"The John Deere Wind Farm that was built on HWY 54 has served its time, used up the
county tax abatement, and is waiting to be dismantled.",https://www.co.sherman.tx.us/upload/page/7362/HAZARD MITIGATION PLAN 2025.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,John Deere Wind Farm,none,1
dff3b101f35943cb7603a2d7,48451,Tom Green,solar,supportive,mention,tax_incentive,0.0,93.0,,Tom Green guidelines include solar facilities,"Renewable Energy Facility” means buildings and structures, including but not
limited to electricity generating equipment (such as wind turbines or photovoltaic
solar panels), electric transmission lines, electric power substations, electrical
gathering equipment, communications systems and roads, fixed machinery and
equipment, used or to be used to provide electrical energy, and which meet the
definition of “Renewable Energy Electric Generation” in Chapter 313 of the Texas
Tax Code.

Guidelines & Criteria — Page 14

6-Step Abatement Process

Tax Code Chapter 312 governs reinvestment zones and tax abatements. This chapter enables
property taxing entities, excluding school districts, to curb the property taxes assessed on
tangible personal property or real property due to the improvements or repairs to the property.
Only the property located within a reinvestment zone qualifies for a tax abatement agreement.
Hence, a tax abatement agreement is an agreement limiting the increase in the value of the
property taxes due to improvements or repairs to real property. Such agreements are limited to
ten (10) years.",https://www.tomgreencountytx.gov/upload/page/0072/docs/TaxAbatements0919a.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,unknown,1
7c059e87d3a0bc39881e7627,48451,Tom Green,wind,supportive,mention,tax_incentive,0.0,93.0,,Tom Green guidelines include wind facilities,"Renewable Energy Facility” means buildings and structures, including but not
limited to electricity generating equipment (such as wind turbines or photovoltaic
solar panels), electric transmission lines, electric power substations, electrical
gathering equipment, communications systems and roads, fixed machinery and
equipment, used or to be used to provide electrical energy, and which meet the
definition of “Renewable Energy Electric Generation” in Chapter 313 of the Texas
Tax Code.

Guidelines & Criteria — Page 14

6-Step Abatement Process

Tax Code Chapter 312 governs reinvestment zones and tax abatements. This chapter enables
property taxing entities, excluding school districts, to curb the property taxes assessed on
tangible personal property or real property due to the improvements or repairs to the property.
Only the property located within a reinvestment zone qualifies for a tax abatement agreement.
Hence, a tax abatement agreement is an agreement limiting the increase in the value of the
property taxes due to improvements or repairs to real property. Such agreements are limited to
ten (10) years.",https://www.tomgreencountytx.gov/upload/page/0072/docs/TaxAbatements0919a.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,unknown,1
0198c1bd7f33fd108a32b9f8,48293,Limestone,solar,supportive,introduction,roads,1.3,94.0,2026-06-16,Lavender Solar road-use agreement under consideration,13. Discuss and/or take action on Road Use Agreement with Lavender Solar LLC.,"https://limestonecotx.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=258,plainText=false)",chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Lavender Solar LLC,pending,1
cdce05ca423340442c13f525,48433,Stonewall,data_center,supportive,rescinded,other,0.1,98.0,2026-06-16,Stonewall County cancels a data-center tax-abatement hearing,"Due to ongoing tax abatement negotiations with
Crusoe Energy Systems LLC for a Data Center
Complex in Stonewall County the public hearing
scheduled of June 22, 2026 is here by cancelled.",https://www.stonewallcounty.org/upload/page/9125/2026/2026_06_16_10_55_54.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Crusoe Energy Systems LLC Data Center Complex,rescinded,1
7f2bebf06f44f1204b6386c1,48013,Atascosa,data_center,neutral,mention,other,0.8,99.0,2026-06-15,Atascosa County monitors reported data center proposal,"JOURDANTON, TEXAS — Atascosa County has received numerous questions regarding
reports of a potential data center project that may be located within the county.

At this time, Atascosa County has not been contacted by the company associated with
the proposed project and has not had direct discussions regarding the development.
Because of that, County officials are unable to confirm many of the details currently
being circulated.

Like many residents, County officials have become aware of information circulating
online and throughout the community. We understand there are questions regarding
what this project could mean for Atascosa County and what, if any, role the County may
have moving forward.

The County is paying close attention to developments and will continue working to
gather information as it becomes available.",https://co.atascosa.tx.us/wp-content/uploads/2026/06/1st-Data-Center-Press-Release-6.15.26-1.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_monitoring,Potential Atascosa County data center project,none,1
